Dataset,Fold,RMSE_train,RMSE_test,expr,disentanglement
tecator,4,0.709542039499225,1.161669559067558,tanh(x9*x50*x55^(3)*x76^(-1)*x102^(2)*x105^(2)*x112^(2)*x120^(-2)*x121^(-1)) + cos(x122) + tanh(x26^(-3)*x43^(2)*x44*x50*x53^(-3)*x63^(-1)*x79^(-2)*x105^(2)*x111*x122) + sqrt.abs(x2^(-1)*x3^(-3)*x23^(-3)*x26^(-3)*x27^(3)*x31^(2)*x32^(3)*x33^(3)*x43*x44^(3)*x47^(-3)*x51^(-3)*x68^(-3)*x77^(-3)*x101^(3)*x103*x105^(2)*x110^(3)*x119^(-3)*x121^(3)*x122^(2)) + tanh(x3^(-2)*x23^(-2)*x27^(3)*x28^(-1)*x32^(2)*x37*x43*x44*x47^(-3)*x50*x51^(-3)*x68^(-3)*x92^(2)*x95*x101^(3)*x102^(2)*x105*x109^(2)*x110^(3)*x120^(-3)*x121^(3)*x122^(3)) + log(x122^(-3)) + sin(x33*x92^(2)*x105^(2)*x119^(-3)*x121^(-2)*x122^(-3)) + cos(x10^(2)*x50*x102^(2)*x105^(2)*x112^(2)*x115^(2)) + sin(x23^(-2)*x26^(-3)*x32^(2)*x43^(2)*x44*x47^(-3)*x66^(-3)*x68^(-2)*x105*x122^(-3)) + sin(x108^(3)*x117*x122^(3)) + tanh(x33*x119^(-3)) + sin(x27^(-3)*x107^(-3)*x120^(-3)*x122^(2)) + sin(x27^(3)*x33*x43*x44*x50^(2)*x102^(3)*x105^(3)*x112^(3)*x119^(-3)*x121^(3)*x122^(-1)) + id(x26^(-3)*x43^(2)*x44) + sin(x120^(-3)) + cos(x116^(-3)*x121^(2)),0.3371111409109459
tecator,4,0.6435562013754017,1.89314058517884,sqrt.abs(x10^(2)*x26^(2)*x28^(-1)*x40^(2)*x76^(-3)*x77^(-1)*x83^(-2)*x104*x113^(2)*x119*x121*x122^(-3)) + tanh(x8^(3)*x9^(-3)*x11^(2)*x16^(-2)*x27^(-2)*x28^(-2)*x36*x37^(-3)*x49^(-1)*x50*x62*x81*x82^(-2)*x83*x89*x95^(-3)*x96^(2)*x104^(2)*x114^(-2)*x119^(-2)*x121^(3)*x122^(3)) + log(x30^(-3)*x47^(-2)*x122^(-3)) + sqrt.abs(x6^(3)*x7^(-3)*x16^(-3)*x20^(3)*x22^(-3)*x27^(3)*x34^(-2)*x36^(2)*x45^(-3)*x61^(-3)*x62^(2)*x71^(-3)*x77^(-2)*x78^(-3)*x82^(-3)*x83^(3)*x118^(2)*x119^(-3)*x120^(-3)) + sqrt.abs(x1^(3)*x6^(2)*x9^(3)*x13^(3)*x16^(-3)*x27^(-2)*x28^(-2)*x32^(3)*x34^(-1)*x37^(-3)*x47^(3)*x56^(-1)*x58^(-3)*x62^(-3)*x66^(3)*x77^(-1)*x78*x82^(2)*x93*x95^(-3)*x96^(2)*x104^(2)*x114^(-2)*x119^(-1)*x121^(-1)*x122^(-3)) + tanh(x6^(2)*x8^(3)*x13^(-1)*x28^(-2)*x32^(3)*x34^(-1)*x36*x42^(-2)*x50*x62^(-2)*x77^(-1)*x95^(-3)*x96^(2)*x100^(2)*x104^(2)*x114^(-2)*x116^(2)*x119^(-1)*x121^(3)) + log(x9^(-3)*x27^(-2)*x34^(-1)*x62^(-2)*x122^(-3)) + sqrt.abs(x6^(2)*x8^(3)*x16^(-2)*x27^(-1)*x28^(-2)*x34^(-1)*x36*x50*x62^(-1)*x77^(-1)*x79^(-1)*x95^(-3)*x96^(2)*x104^(2)*x114^(-2)*x119^(-1)*x121^(-1)*x122^(3)) + log(x1^(3)*x13^(3)*x32^(3)*x34^(-1)*x36*x47^(3)*x58^(-3)*x62^(-2)) + cos(x122^(3)) + log(x27^(-2)*x34^(-1)*x62^(-2)*x122^(3)) + id(x10^(2)*x28^(-1)*x40^(2)*x104*x119) + sin(x58^(3)*x101*x118*x120^(-3)) + log(x1^(3)*x13^(3)*x16^(-2)*x32^(3)*x37^(-3)*x47^(3)*x58^(-3)*x62^(-3)*x122) + log(x1^(3)*x13^(3)*x16^(-1)*x22^(-1)*x32^(3)*x34^(-1)*x37^(-3)*x47^(3)*x58^(-3)*x61^(-1)*x62^(-2)) + cos(x6^(2)*x10^(2)*x16^(-3)*x28*x50^(-3)*x77^(-1)*x81*x95^(-3)*x96^(2)*x104^(-1)*x114^(-2)*x119^(2)*x121^(-1)),0.5314015759568063
tecator,4,0.694412146195842,0.9508973943570116,sqrt.abs(x9^(3)*x29*x34^(-2)*x35^(2)*x61*x70^(-3)*x71^(-2)*x72^(3)*x80*x92^(3)*x93*x114^(-3)*x121*x122^(3)) + id(x7^(-1)*x29^(3)*x34^(-2)*x39^(-2)*x61*x70^(-3)*x71^(-2)*x80*x93*x99^(-1)*x110*x122^(-1)) + sin(x2^(3)*x5*x17^(3)*x25^(-2)*x29^(3)*x34*x35*x39*x61^(-2)*x71^(-1)*x80^(-2)*x82^(-1)*x96*x100^(2)*x111^(-1)*x114^(3)*x117^(-3)*x120^(-3)*x121^(-2)*x122^(3)) + tanh(x3^(-3)*x15^(-2)*x29^(3)*x34^(-3)*x39^(-2)*x50^(-3)*x61^(2)*x71^(-3)*x76^(-3)*x80^(2)*x96^(3)*x111^(3)*x119^(2)*x121^(-3)*x122^(-1)) + tanh(x9^(-3)*x26^(-2)*x29^(3)*x34^(-1)*x61*x71^(-2)*x80*x96^(3)*x112) + tanh(x4^(2)*x24^(2)*x29^(3)*x34^(-3)*x39^(-3)*x61^(2)*x69^(-2)*x70^(-3)*x71^(-2)*x80^(2)*x81^(-2)*x84^(-2)*x85^(-2)*x87*x93*x99^(-2)*x101^(2)*x110^(2)*x122^(-1)) + cos(x5*x34^(-2)*x41*x61*x72^(3)*x80*x92^(-3)*x114^(3)*x120^(-3)*x121^(-2)) + cos(x5*x7^(-1)*x34^(-3)*x41*x80^(2)*x84^(3)*x88^(-1)*x107^(3)*x114^(3)*x120^(-3)*x121^(-3)*x122^(3)) + id(x29^(3)*x34^(-3)*x39^(-2)*x61^(2)*x71^(-2)*x80^(2)*x122^(2)) + exp(x29^(3)*x34^(-2)*x39^(-1)*x61*x71^(-2)*x80) + tanh(x5*x25^(-2)*x34^(-3)*x35*x39^(-2)*x61^(3)*x71^(-1)*x80^(3)*x82^(-1)*x96*x100^(2)*x111^(-1)*x114^(3)*x120^(-3)*x121^(-2)*x122^(3)) + tanh(x5*x34^(-2)*x40*x41*x47^(3)*x61*x72^(3)*x80*x92^(-3)*x99^(-2)*x117^(-3)*x119^(-1)*x120^(-3)*x121^(3)) + sin(x34^(-2)*x61*x80*x122^(-1)) + id(x2^(-2)*x7^(-2)*x34^(-3)*x63^(-1)*x69^(-3)*x80^(2)*x84^(3)*x96^(-2)*x107^(3)*x120^(2)*x122^(3)) + tanh(x29^(3)*x34^(-2)*x39^(-1)*x40*x61*x71^(-2)*x80*x114^(3)*x121^(-2)) + sin(x2^(3)*x100^(-3)*x120^(-3)),0.43664090082175816
tecator,4,0.6407207630874886,1.2354368854801483,sin(x14^(2)*x33^(2)*x59^(-2)*x89*x110^(-3)*x112^(-1)*x120^(-2)*x121^(3)) + exp(x4^(-2)*x6*x22^(-2)*x29^(-1)*x59^(-1)*x64*x91^(2)*x94^(-1)*x104^(3)*x116^(-2)*x117^(-1)*x121^(3)*x122^(-1)) + log(x33^(2)*x59^(-3)*x86^(-2)*x87^(-3)*x91^(2)*x96^(-2)*x122^(-3)) + sqrt.abs(x20^(-3)*x22^(-3)*x33^(3)*x47^(-3)*x59^(-3)*x79^(2)*x80^(-3)*x91^(2)*x96^(-2)*x97*x121^(3)*x122^(-3)) + cos(x4^(-1)*x8^(-3)*x22^(-3)*x29^(-1)*x33^(3)*x41^(3)*x59^(-3)*x62^(3)*x80^(-3)*x91^(2)*x95^(-2)*x111^(2)*x116^(-1)*x120*x121^(-1)*x122^(3)) + id(x26^(-2)*x29^(2)*x33^(2)*x59^(-2)*x92*x96^(-1)*x111*x121^(-1)) + sin(x28^(3)*x112^(-1)*x121^(2)) + log(x33^(2)*x59^(-3)*x86^(-2)*x87^(-3)*x96^(-1)*x122^(-3)) + sqrt.abs(x8^(-2)*x27^(-1)*x35*x59^(-3)*x66*x69*x80^(-3)*x94*x95^(-1)*x96^(-1)*x111^(2)*x120^(-2)*x121^(3)*x122^(-3)) + tanh(x14^(2)*x80^(-3)*x112^(-1)*x120^(-2)*x121^(2)*x122^(3)) + id(x27^(-1)*x111*x122^(3)) + sqrt.abs(x8^(-3)*x22^(-3)*x33*x40^(-3)*x42*x68^(-2)*x80^(-3)*x92^(2)*x95^(-3)*x96^(-1)*x111^(3)*x121*x122^(3)) + log(x122^(-3)) + sin(x118^(3)*x120^(-2)) + sin(x80^(-3)*x122^(3)) + id(x121),0.7099945055657391
tecator,4,0.7310855089967262,1.0408602617350469,sin(x28^(2)*x41*x42*x55^(2)*x71^(-3)*x79^(-1)*x105^(3)*x112*x113^(-2)*x119^(2)*x120^(-2)*x121^(-1)*x122) + id(x28^(-1)*x46*x49^(-3)*x54*x55^(-1)*x57^(3)*x58^(-2)*x59*x62^(-3)*x71^(-3)*x79^(-1)*x84^(-1)*x97*x105^(3)*x111^(2)*x119^(-2)*x120^(-3)*x121^(-2)*x122) + id(x5^(2)*x8^(2)*x30^(-1)*x37*x55^(2)*x73^(2)*x79^(-1)*x88*x94^(-2)*x121*x122) + sqrt.abs(x6^(3)*x28^(3)*x42^(-3)*x49^(-3)*x74^(-1)*x79^(-2)*x81^(-2)*x111^(2)*x112*x120^(2)*x121^(-2)*x122^(3)) + tanh(x49^(-3)*x55^(2)*x71^(-3)*x105^(3)*x122) + id(x1*x56^(-1)*x74*x80^(-1)*x82^(-3)*x122^(3)) + tanh(x16^(-2)*x37^(-1)*x79^(-1)*x86^(3)*x121^(-1)*x122^(3)) + sqrt.abs(x49^(-3)*x54*x55^(2)*x71^(-3)*x105^(3)*x111^(2)*x122^(3)) + cos(x120^(-2)) + sin(x112) + id(x28^(-3)*x44*x49^(-3)*x55^(-3)*x62^(-3)*x71^(-3)*x97*x105^(3)*x119^(-2)*x121) + tanh(x42*x113^(-2)*x120^(-2)*x121^(-1)) + id(x49^(-3)*x122) + sqrt.abs(x28^(2)*x79^(-1)*x122) + tanh(x55*x119^(-2)*x121) + sin(x120*x122^(3)),0.5043436107148155
tecator,4,0.6315717628214481,1.0152157445768943,sin(x17^(-1)*x28^(-3)*x39^(3)*x44^(-1)*x50^(2)*x53^(-3)*x61^(-1)*x64^(3)*x68*x72^(-3)*x76^(-2)*x80*x81^(-3)*x82^(-1)*x86^(-3)*x98^(-2)*x100^(2)*x110^(3)*x111^(3)*x121^(3)*x122^(3)) + sqrt.abs(x122^(-1)) + log(x28^(-3)*x57^(2)*x61*x64^(2)*x68*x78*x93^(-2)*x98^(-2)*x100^(2)*x122^(-2)) + tanh(x13*x28^(-3)*x61^(2)*x64^(-1)*x68*x69^(-3)*x89^(-1)*x98^(-2)*x105^(2)*x111^(3)*x121^(2)*x122^(3)) + tanh(x17^(-1)*x39^(3)*x50^(2)*x53^(-3)*x68*x72^(-1)*x82^(-1)*x86^(-3)*x98^(-2)*x105*x110^(3)*x122^(3)) + tanh(x14*x39^(3)*x53^(-3)*x110^(3)*x121^(2)*x122) + sqrt.abs(x26*x28^(-3)*x37*x61^(2)*x69^(-3)*x88*x105*x121*x122^(3)) + sin(x121^(2)) + log(x39^(3)*x53^(-3)*x122^(-2)) + id(x68*x98^(-2)*x122^(3)) + exp(x28^(-3)*x39^(3)*x44^(-1)*x53^(-3)*x61^(-2)*x64^(2)*x76^(-2)*x80*x100^(2)*x105^(-1)*x111^(3)*x121^(3)*x122^(-1)) + tanh(x13*x28^(-3)*x61^(2)*x69^(-3)*x105^(2)) + exp(x36^(-1)*x68*x98^(-2)*x105*x122^(-3)) + sqrt.abs(x28^(-3)*x61*x64^(2)*x122^(2)) + id(x28^(-3)*x61*x64^(2)*x122^(3)) + sin(x112^(-1)),0.4523061083213616
wineRed,0,0.6119456844591952,0.6519137493523152,sin(x0^(-3)*x6*x7^(3)*x8^(-3)*x9^(3)*x10^(-3)) + tanh(x0^(-3)*x3*x4^(3)*x7^(3)*x8^(3)*x9^(-3)*x10^(2)) + tanh(x0*x4^(-1)*x9^(3)) + sqrt.abs(x0^(-3)*x1^(3)*x7^(2)*x8^(3)*x9^(3)*x10^(-3)) + id(x0^(3)*x1^(-2)*x2^(2)*x3^(3)*x5^(-1)*x6*x7^(-3)*x8^(-1)*x9^(3)*x10^(3)) + tanh(x0*x2^(2)*x4^(-2)*x5^(-2)*x6^(2)*x7^(-1)*x8^(3)*x9*x10^(-1)) + tanh(x0^(3)*x6*x7^(-3)*x8^(-3)*x10^(-3)) + sin(x0^(2)*x1^(3)*x3^(2)*x4^(-2)*x5^(-1)*x6^(-2)*x8^(-3)*x9*x10^(-3)) + tanh(x1^(-1)*x2^(2)*x3^(3)*x4^(3)*x5^(3)*x6^(2)*x7^(-3)*x8^(-3)*x9^(3)*x10^(3)) + sqrt.abs(x0^(2)*x4^(-2)*x7^(-2)*x8^(2)*x9^(3)*x10) + sqrt.abs(x0*x4^(-1)*x9^(2)*x10^(2)),0.034595280849375486
wineRed,0,0.6096429539888087,0.6459547724637364,sqrt.abs(x0^(3)*x1^(2)*x2^(2)*x3^(-3)*x4*x5^(3)*x6^(-3)*x7^(-1)*x8^(2)*x9^(3)*x10^(3)) + cos(x0^(-3)*x1^(3)*x5^(3)*x6^(-3)*x7^(-3)*x8^(3)*x10^(-3)) + sqrt.abs(x0*x6^(-1)*x8^(-1)*x9^(2)*x10^(3)) + tanh(x0^(2)*x1^(-3)*x2^(-2)*x6^(-3)*x8^(3)*x9^(-3)) + sqrt.abs(x0^(3)*x1^(2)*x4^(-2)*x6^(-1)*x7^(-2)*x8^(2)*x9^(3)) + sqrt.abs(x0^(-3)*x2^(3)*x5*x6^(2)*x7^(-3)*x8^(-3)*x10^(3)) + log(x0^(2)*x1^(-1)*x4^(-2)*x5*x8^(-2)*x9^(2)*x10^(3)) + log(x1^(-3)*x6^(-2)*x7^(2)) + sqrt.abs(x0^(2)*x1^(-1)*x6^(2)*x7^(2)*x8^(-2)*x9^(2)*x10^(3)) + sin(x0^(-3)*x1^(-1)*x3^(3)*x4^(-1)*x5^(3)*x6^(3)*x9^(-3)*x10^(2)) + tanh(x5^(-1)*x6^(-1)*x7^(-1)*x9^(2)*x10^(3)),0.09535125364272201
wineRed,0,0.6066684183215179,0.6407948037631117,sqrt.abs(x0^(-3)*x1^(2)*x3^(3)*x4^(-2)*x6^(-3)*x8^(-1)) + log(x0^(2)*x1^(3)*x4^(2)*x7^(2)*x8^(-3)*x9^(-3)) + id(x0^(3)*x1^(2)*x2^(3)*x4^(3)*x5^(3)*x6^(-3)*x7^(-3)*x8^(3)*x9^(3)*x10^(-3)) + sqrt.abs(x0*x1*x3^(3)*x4^(-3)*x7^(-2)*x8*x9^(-2)*x10^(-3)) + sin(x0^(3)*x1^(2)*x3^(3)*x5^(3)*x6^(-3)*x7^(2)*x9^(-3)) + sin(x0^(-3)*x1^(2)*x3^(-3)*x4*x5*x6^(-3)*x7^(3)*x8^(3)*x9^(3)*x10^(-3)) + cos(x0^(3)*x1^(2)*x3^(2)*x5*x6^(-3)*x7^(-3)*x8^(-3)*x10^(-3)) + log(x0^(-3)*x1^(2)*x4*x5*x6^(-2)*x7^(-1)*x8^(-2)*x9^(2)*x10^(3)) + sqrt.abs(x0^(-3)*x3^(3)*x5*x6^(-3)*x7^(-2)*x9^(3)*x10^(3)) + log(x0^(-1)*x7*x8^(2)*x10^(-3)) + cos(x0^(-1)*x3^(2)*x4^(2)*x5*x8^(2)*x9^(2)),0.06469820453790658
wineRed,0,0.6017881691797726,0.6666437614524555,log(x0^(-3)*x1^(-3)*x3^(-3)*x4^(3)*x5^(2)*x7^(3)*x9^(2)*x10^(3)) + id(x0^(-2)*x1^(3)*x2^(3)*x3^(-3)*x4^(2)*x5^(-3)*x6^(-3)*x7^(-2)*x8*x9^(-3)*x10^(-1)) + id(x0^(2)*x1^(-1)*x2^(2)*x3^(-1)*x4^(-1)*x7^(-3)*x8^(-3)*x9^(2)*x10^(-1)) + log(x0^(-3)*x1^(-1)*x3^(-3)*x4^(3)*x5^(-1)*x6^(-1)*x7^(2)*x8^(3)*x9^(-3)*x10^(-2)) + cos(x0^(-1)*x1^(3)*x3^(3)*x4^(-1)*x6^(-3)*x7*x8^(-3)*x9*x10^(3)) + cos(x0^(-3)*x1^(3)*x3^(-2)*x4^(3)*x5^(3)*x7^(3)*x8^(3)*x9^(-3)*x10^(-2)) + cos(x0^(3)*x1^(3)*x2^(3)*x3^(3)*x5^(-2)*x7^(3)*x9^(3)*x10^(-3)) + sqrt.abs(x0^(-3)*x1^(-2)*x2^(3)*x6^(2)*x9^(3)) + tanh(x0^(3)*x2^(-3)*x4*x6^(-1)*x8*x9^(2)) + tanh(x0^(2)*x7^(-3)*x9^(2)*x10^(-2)) + log(x0^(-2)*x3^(-1)*x4*x7^(-1)*x8^(3)*x9^(-3)*x10^(-3)),0.03626136856418567
wineRed,0,0.6072582207560983,0.6560226176422248,tanh(x0*x1^(2)*x2^(3)*x3^(-2)*x4^(-3)*x5^(-3)*x6^(2)*x7*x8^(-1)*x10^(-1)) + sqrt.abs(x0*x1^(-1)*x3*x5*x6^(-2)*x7^(2)*x8^(-1)*x9^(-2)*x10^(2)) + id(x0^(2)*x1^(3)*x2^(3)*x3^(3)*x4^(-3)*x5^(-2)*x6*x7^(-3)*x8^(2)*x10^(-2)) + sin(x0^(-3)*x1^(3)*x4^(2)*x5^(3)*x6^(-3)*x10^(-1)) + log(x1^(2)*x4^(-1)*x5*x6^(-1)*x7^(-3)*x8^(2)*x10^(-3)) + cos(x0*x1^(-1)*x2^(3)*x3^(-3)*x4^(3)*x5^(-2)*x6^(3)*x7^(-2)*x8^(3)*x9^(2)) + sqrt.abs(x0^(2)*x1^(3)*x3^(3)*x4^(-3)*x5^(-2)*x6^(-3)*x7^(-3)*x8^(3)) + cos(x0^(2)*x1^(3)*x2^(3)*x3^(-3)*x4^(2)*x5*x6^(3)*x7^(2)*x8^(3)*x9^(-2)*x10^(-3)) + tanh(x0*x1^(-1)*x6^(-1)*x7^(-1)*x8^(2)*x9^(-3)*x10^(-2)) + tanh(x0^(3)*x2^(2)*x3^(-2)*x5^(-2)*x6^(2)*x7^(-1)*x8^(-2)*x10^(-1)) + log(x0^(-3)*x1^(-1)*x3*x4^(2)*x5^(-2)*x6^(3)*x7^(2)*x8^(-1)*x9^(-1)*x10^(-3)),0.06230229568387703
wineRed,0,0.6056716633461278,0.6457618795757986,sin(x0^(-1)*x9*x10^(-3)) + sqrt.abs(x0^(-3)*x5^(-2)*x7*x8^(2)*x9^(-2)*x10^(2)) + cos(x0^(3)*x1^(-2)*x2^(2)*x3^(-2)*x4^(3)*x6*x7^(-3)*x8^(-2)) + sqrt.abs(x0^(-2)*x1^(-1)*x2^(3)*x3^(3)*x4^(-3)*x5^(-3)*x6^(-3)*x7^(-1)*x8^(-1)*x9^(-3)*x10^(2)) + tanh(x0^(-2)*x1^(-2)*x4*x6*x7^(3)) + id(x0^(3)*x1^(3)*x3^(3)*x4^(-2)*x5^(-2)*x6^(-3)*x7^(-3)*x9*x10^(-3)) + tanh(x0^(-3)*x1^(3)*x2^(-3)*x3^(3)*x4^(-2)*x5^(-2)*x6*x9^(-1)*x10^(-1)) + log(x0*x1*x7*x8^(2)*x9^(-2)*x10^(-3)) + sin(x0^(3)*x1^(3)*x2^(3)*x3^(-1)*x4^(-3)*x5^(-2)*x6^(-2)*x7^(3)) + sin(x0^(-2)*x1^(-2)*x2^(3)*x3^(-3)*x4^(-1)*x5*x6^(2)*x7^(2)*x8^(-3)) + tanh(x0^(-2)*x1^(-3)*x3*x5^(-1)*x9^(-3)*x10^(2)),0.058234781135259726
wineRed,1,0.6210229298265626,0.5968341652060635,tanh(x0^(-3)*x1^(3)*x3^(-2)*x4^(-1)*x5^(-2)*x7^(-3)*x9^(3)*x10^(3)) + sqrt.abs(x0^(-1)*x1*x4^(-1)*x5^(-1)*x6*x7^(-3)*x8^(3)*x9^(2)) + tanh(x0^(3)*x1^(3)*x3^(-1)*x4^(-1)*x5^(3)*x6^(-3)*x7*x9^(-3)*x10^(-1)) + log(x1^(-3)*x3^(-3)*x4^(-3)*x5^(-3)*x6^(-3)*x7^(-2)*x8^(3)*x10^(-1)) + log(x0^(3)*x1^(-1)*x3^(-1)*x10^(-2)) + id(x0^(-3)*x1^(3)*x2^(3)*x3^(3)*x4^(-1)*x5^(2)*x6^(2)*x7^(-2)) + exp(x0^(-1)*x3^(-2)*x5*x7^(-1)*x8*x9^(2)*x10^(-3)) + log(x0^(3)*x1^(-3)*x3^(-3)*x4^(-3)*x5^(-1)*x6^(-3)*x7^(-1)*x9^(-3)) + sqrt.abs(x0^(-3)*x1^(2)*x4^(-1)*x5^(-1)*x6^(-1)*x8^(3)*x10^(-2)) + log(x0^(-2)*x1*x4*x7^(-1)*x9^(3)*x10^(2)) + log(x0^(2)*x3^(-3)*x5*x6^(-3)*x9^(-3)*x10^(-1)),0.11972658653193059
wineRed,1,0.6165072535980703,0.5962867183600845,sqrt.abs(x0^(-2)*x2*x3*x6*x7^(3)*x9^(3)*x10) + id(x0^(2)*x1^(2)*x3^(2)*x4^(-2)*x6^(-3)*x7^(2)*x8^(3)) + tanh(x0^(2)*x1^(-2)*x3*x6^(-3)*x7*x10^(3)) + sqrt.abs(x0^(-3)*x1^(-2)*x2^(3)*x3^(2)*x4^(-3)*x5^(3)*x7^(-2)*x8^(-2)*x10^(2)) + sqrt.abs(x0^(2)*x4^(-2)*x5*x6^(2)*x7^(3)*x9^(-2)) + cos(x0^(3)*x3^(-2)*x6^(2)*x7^(-1)*x8^(2)*x9^(3)*x10^(3)) + sqrt.abs(x1^(-3)*x3*x6*x7^(-3)*x8*x9^(-2)*x10) + log(x0^(-3)*x3^(-2)*x4*x7^(2)*x8^(2)*x9^(-3)*x10^(-3)) + sin(x0^(-2)*x1^(-1)*x6^(2)*x8^(-3)*x9^(2)) + tanh(x0*x7*x9^(3)) + log(x0*x1*x7*x8^(2)*x10^(-3)),0.0628120591056651
wineRed,1,0.617874725052181,0.6024321890219979,sin(x0^(-3)*x3*x4^(-1)*x5^(-1)*x7^(3)*x8^(3)*x9^(-1)*x10^(-3)) + sqrt.abs(x0^(2)*x1^(2)*x4^(-1)*x6^(-1)*x7^(2)*x8^(3)*x9^(2)*x10^(2)) + sqrt.abs(x0^(-1)*x1^(-2)*x6*x7^(-1)*x8^(3)*x9^(2)) + log(x0^(3)*x1^(-2)*x3^(-3)*x4*x6^(-3)*x9^(-3)) + sin(x0^(3)*x1^(-3)*x7^(-3)*x8^(2)*x9^(-3)*x10^(-2)) + cos(x0^(-3)*x1^(3)*x4^(3)*x5^(3)*x6^(3)*x7^(3)*x8^(3)*x10^(3)) + sin(x0^(-3)*x1^(-3)*x2^(2)*x4^(3)*x5^(-3)*x6^(3)*x7^(-2)*x8*x10^(3)) + log(x0^(-3)*x1*x4^(3)*x6^(3)*x7^(-1)*x8^(-1)*x9^(3)*x10^(3)) + cos(x0*x1^(2)*x3^(3)*x4^(-2)*x5^(-1)*x6^(-3)*x7^(-1)*x8^(-2)*x9^(-1)*x10^(-3)) + tanh(x0^(-1)*x7^(3)*x9*x10^(-1)) + log(x0^(-1)*x1^(-1)*x4^(-1)*x6^(-1)*x7^(2)*x8^(-2)*x9^(2)*x10^(2)),0.07093175491372661
wineRed,1,0.62053955394712,0.611729181403729,tanh(x0^(2)*x4^(3)*x6*x7^(2)*x9^(3)*x10^(-1)) + exp(x0^(-3)*x2^(2)*x3^(-3)*x4^(3)*x5^(3)*x6^(-2)*x7^(2)*x8*x9^(3)*x10^(-3)) + exp(x0^(-3)*x1^(3)*x3^(-2)*x4*x5^(3)*x6^(-3)*x7*x9*x10^(-3)) + tanh(x0*x1^(-2)*x2^(-2)*x3^(-1)*x4^(3)*x5^(-2)*x6^(3)*x7^(-1)*x8^(2)*x9^(2)*x10) + tanh(x0^(3)*x4^(3)*x6*x7^(3)*x8^(-2)*x9^(-2)*x10^(-1)) + log(x4*x5^(-2)*x6^(2)*x8^(3)*x10^(-3)) + log(x0^(-3)*x1^(3)*x3^(3)*x4^(3)*x5^(-3)*x6^(2)*x7^(2)*x8^(-2)*x9*x10^(3)) + sqrt.abs(x1^(3)*x4*x5^(-3)*x6^(3)*x8^(-3)*x9^(-3)*x10^(-3)) + tanh(x0^(-1)*x1^(-2)*x5*x7^(3)*x9^(2)) + sqrt.abs(x0*x2^(3)*x3^(-1)*x7*x8^(3)*x9^(-2)*x10^(-2)) + log(x0^(2)*x1^(-2)*x3^(-1)*x4*x5^(-2)*x6^(2)*x7^(-2)*x8*x9^(2)*x10^(2)),0.07641155561127841
wineRed,1,0.6171326771018526,0.6177983459772661,id(x0^(-1)*x6^(-1)*x7^(-1)*x10^(2)) + sqrt.abs(x0^(3)*x1^(-3)*x3^(3)*x4^(-3)*x5^(-1)*x6^(3)*x7^(-2)*x8^(3)*x9^(-3)*x10^(3)) + log(x0^(-3)*x1^(-3)*x6^(3)*x7^(-3)*x8^(2)*x10^(3)) + sin(x0^(-3)*x3^(2)*x4^(3)*x7^(2)*x8^(-3)*x9^(3)) + log(x0*x6^(-1)*x7^(-2)*x8^(-3)*x9*x10^(3)) + tanh(x0^(-3)*x1^(3)*x3^(2)*x4^(-3)*x6^(-1)*x8^(3)*x9) + sin(x0^(-2)*x1^(-3)*x3^(3)*x7^(3)*x8^(-3)*x9^(2)*x10^(-3)) + cos(x0^(-1)*x2^(2)*x3^(-2)*x4^(3)*x5^(3)*x6^(-1)*x7^(-3)*x8^(-1)*x9^(3)*x10^(3)) + sin(x0^(-3)*x1*x4*x6^(-1)*x7^(3)*x8^(3)*x9^(-3)*x10^(3)) + sqrt.abs(x0^(-2)*x1^(-3)*x3*x5^(-1)*x6^(3)*x7^(-2)*x8^(3)*x9^(2)) + sqrt.abs(x0^(-3)*x1^(-2)*x6^(-1)*x7^(3)*x8^(3)*x9^(-3)*x10^(3)),0.1097134406446949
wineRed,1,0.6198907217985952,0.6416134601829284,sin(x0^(-3)*x1^(-2)*x2^(2)*x3^(3)*x4^(-2)*x5^(-3)*x7^(-1)*x8^(-3)*x9^(-2)) + tanh(x0^(-2)*x3^(-1)*x5^(2)*x6^(-1)*x7^(-1)*x8*x9^(3)*x10^(-3)) + log(x0^(-3)*x1*x4^(-3)*x5^(-3)*x6^(2)*x7^(-1)*x8^(3)*x10^(-3)) + cos(x0^(3)*x1^(-3)*x6*x9^(-2)) + log(x0*x1^(-2)*x6*x7^(3)*x8^(-3)*x9*x10^(3)) + tanh(x0^(-1)*x1^(2)*x4^(-1)*x6^(-2)*x8^(2)*x9^(-1)*x10^(-1)) + log(x0^(3)*x1^(3)*x5^(2)*x7^(2)*x8^(-3)) + sqrt.abs(x0^(-2)*x1^(-2)*x7^(-3)*x8^(3)*x10^(-3)) + id(x0^(-2)*x1^(3)*x3^(-2)*x4^(-2)*x5^(-3)*x6^(-2)*x7^(-3)*x8^(-2)*x9^(-1)) + sqrt.abs(x0^(-3)*x1^(-1)*x2*x3^(-1)*x6*x8*x9^(2)*x10^(2)) + log(x0^(3)*x1^(-1)*x6^(2)*x8^(-2)),0.09831498247353408
