dataset,conf,Fold,Rep,RMSE_cv,RMSE_train,RMSE_test
Geographical,1,1,0,31.6298532940148,17.53711922819788,29.475324342797247
Geographical,1,1,1,31.6298532940148,17.53711922819788,29.475324342797247
Geographical,1,1,2,31.6298532940148,17.53711922819788,29.87683046596009
Geographical,1,1,3,31.6298532940148,17.53711922819788,29.475324342797247
Geographical,1,1,4,31.6298532940148,17.53711922819788,29.87683046596009
Geographical,1,1,5,31.6298532940148,17.53711922819788,29.475324342797247
Geographical,1,2,0,34.24360550861602,16.542392167473906,28.234113682707477
Geographical,1,2,1,34.24360550861602,16.542392167473906,28.653008799522723
Geographical,1,2,2,34.24360550861602,16.542392167473906,28.337507425818544
Geographical,1,2,3,34.24360550861602,16.542392167473906,28.234113682707477
Geographical,1,2,4,34.24360550861602,16.542392167473906,28.234113682707477
Geographical,1,2,5,34.24360550861602,16.542392167473906,28.2858577964004
Geographical,1,3,0,32.14792704371805,17.157931416452293,22.090707066567187
Geographical,1,3,1,32.14792704371805,17.157931416452293,22.090707066567187
Geographical,1,3,2,32.14792704371805,17.157931416452293,22.156802895070783
Geographical,1,3,3,32.14792704371805,17.157931416452293,22.090707066567187
Geographical,1,3,4,32.14792704371805,17.157931416452293,22.090707066567187
Geographical,1,3,5,32.14792704371805,17.157931416452293,22.090707066567187
Geographical,1,4,0,38.064700982059826,21.944453417057133,35.99632849957937
Geographical,1,4,1,38.064700982059826,21.944453417057133,35.99632849957937
Geographical,1,4,2,38.064700982059826,21.944453417057133,35.99632849957937
Geographical,1,4,3,38.064700982059826,21.944453417057133,35.99632849957937
Geographical,1,4,4,38.064700982059826,21.944453417057133,35.99632849957937
Geographical,1,4,5,38.064700982059826,21.944453417057133,35.99632849957937
towerData,0,0,0,23.913596343314897,14.122128713303468,20.58495770875336
towerData,0,0,1,23.913596343314897,14.122128713303468,20.578420168262706
